,CHFEUR=X,CHFJPY=X,CHFUSD=X,EURCHF=X,EURJPY=X,EURUSD=X,JPYCHF=X,JPYEUR=X,JPYUSD=X,USDCHF=X,USDEUR=X,USDJPY=X
CHFEUR=X,4.9514002936448795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHFJPY=X,0.0,-0.14235924016566326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHFUSD=X,0.0,0.0,4.874323379180446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EURCHF=X,0.0,0.0,0.0,5.0492007396721235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EURJPY=X,0.0,0.0,0.0,0.0,-0.0932899909495033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EURUSD=X,0.0,0.0,0.0,0.0,0.0,4.923226912178546,0.0,0.0,0.0,0.0,0.0,0.0
JPYCHF=X,0.0,0.0,0.0,0.0,0.0,0.0,10.142510911844578,0.0,0.0,0.0,0.0,0.0
JPYEUR=X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.093402953220984,0.0,0.0,0.0,0.0
JPYUSD=X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.016789582146249,0.0,0.0,0.0
USDCHF=X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.125676593921845,0.0,0.0
USDEUR=X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.076773041917609,0.0
USDJPY=X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016789616498079418
