,CHFEUR=X,CHFJPY=X,CHFUSD=X,EURCHF=X,EURJPY=X,EURUSD=X,JPYCHF=X,JPYEUR=X,JPYUSD=X,USDCHF=X,USDEUR=X,USDJPY=X
CHFEUR=X,4.95149557022611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHFJPY=X,0.0,-0.14332885720193111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHFUSD=X,0.0,0.0,4.874856218224505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EURCHF=X,0.0,0.0,0.0,5.049064195323875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EURJPY=X,0.0,0.0,0.0,0.0,-0.09438188362230893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EURUSD=X,0.0,0.0,0.0,0.0,0.0,4.923766691663909,0.0,0.0,0.0,0.0,0.0,0.0
JPYCHF=X,0.0,0.0,0.0,0.0,0.0,0.0,10.143538317018699,0.0,0.0,0.0,0.0,0.0
JPYEUR=X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.094511591147548,0.0,0.0,0.0,0.0
JPYUSD=X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.018318998201574,0.0,0.0,0.0
USDCHF=X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.125143815341306,0.0,0.0
USDEUR=X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.076233328230719,0.0
USDJPY=X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01831901642021272
