,CHFEUR=X,CHFJPY=X,CHFUSD=X,EURCHF=X,EURJPY=X,EURUSD=X,JPYCHF=X,JPYEUR=X,JPYUSD=X,USDCHF=X,USDEUR=X,USDJPY=X
CHFEUR=X,4.951305026140411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHFJPY=X,0.0,-0.14215466181929148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHFUSD=X,0.0,0.0,4.874209949619687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EURCHF=X,0.0,0.0,0.0,5.0492007396721235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EURJPY=X,0.0,0.0,0.0,0.0,-0.09305666839453242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EURUSD=X,0.0,0.0,0.0,0.0,0.0,4.923010993638606,0.0,0.0,0.0,0.0,0.0,0.0
JPYCHF=X,0.0,0.0,0.0,0.0,0.0,0.0,10.142168677888593,0.0,0.0,0.0,0.0,0.0
JPYEUR=X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.093060884877048,0.0,0.0,0.0,0.0
JPYUSD=X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.016484822535936,0.0,0.0,0.0
USDCHF=X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.125790010708787,0.0,0.0
USDEUR=X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0769890604800825,0.0
USDJPY=X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016484851247371424
