,AUDCHF=X,AUDEUR=X,AUDGBP=X,AUDJPY=X,AUDUSD=X,CHFAUD=X,CHFEUR=X,CHFGBP=X,CHFJPY=X,CHFUSD=X,EURAUD=X,EURCHF=X,EURGBP=X,EURJPY=X,EURUSD=X,GBPAUD=X,GBPCHF=X,GBPEUR=X,GBPJPY=X,GBPUSD=X,JPYAUD=X,JPYCHF=X,JPYEUR=X,JPYGBP=X,JPYUSD=X,USDAUD=X,USDCHF=X,USDEUR=X,USDGBP=X,USDJPY=X
AUDCHF=X,5.67087706462876,1.0,1.0,1.0,1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0
AUDEUR=X,1.0,5.597727962712169,1.0,1.0,1.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0
AUDGBP=X,1.0,1.0,5.740154949240875,1.0,1.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0
AUDJPY=X,1.0,1.0,1.0,0.5086482554603426,1.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,1.0
AUDUSD=X,1.0,1.0,1.0,1.0,5.477289571642882,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,-2.0,-2.0,-2.0
CHFAUD=X,0.0,-2.0,-2.0,-2.0,-2.0,4.329865614242513,1.0,1.0,1.0,1.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0
CHFEUR=X,-2.0,1.0,0.0,0.0,0.0,1.0,4.926842517851895,1.0,1.0,1.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0
CHFGBP=X,-2.0,0.0,1.0,0.0,0.0,1.0,1.0,5.069671696459792,1.0,1.0,0.0,-2.0,1.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0
CHFJPY=X,-2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-0.16209663964251408,1.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,1.0
CHFUSD=X,-2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.806864208047262,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,-2.0,0.0,-2.0,-2.0,-2.0
EURAUD=X,-2.0,0.0,-2.0,-2.0,-2.0,1.0,-2.0,0.0,0.0,0.0,4.403011348311467,1.0,1.0,1.0,1.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0
EURCHF=X,1.0,-2.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,1.0,5.073808022381026,1.0,1.0,1.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0
EURGBP=X,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,1.0,1.0,5.14270477127862,1.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0
EURJPY=X,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,1.0,1.0,1.0,-0.08843549900456082,1.0,0.0,0.0,-2.0,1.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,0.0,1.0
EURUSD=X,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.88031513407047,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0
GBPAUD=X,-2.0,-2.0,0.0,-2.0,-2.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,4.260393970878577,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0
GBPCHF=X,1.0,0.0,-2.0,0.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,1.0,-2.0,0.0,0.0,1.0,4.931155149721553,1.0,1.0,1.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0
GBPEUR=X,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,1.0,1.0,4.857424657697308,1.0,1.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0
GBPJPY=X,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,1.0,1.0,1.0,-0.23108723800181252,1.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,-2.0,1.0
GBPUSD=X,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,1.0,1.0,1.0,1.0,4.737907698070378,0.0,0.0,0.0,-2.0,1.0,-2.0,-2.0,-2.0,0.0,-2.0
JPYAUD=X,-2.0,-2.0,-2.0,0.0,-2.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,9.49202008349381,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.0
JPYCHF=X,1.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,1.0,10.162388876618312,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-2.0
JPYEUR=X,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,1.0,-2.0,0.0,1.0,1.0,10.088672489206616,1.0,1.0,0.0,0.0,1.0,0.0,-2.0
JPYGBP=X,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,1.0,1.0,1.0,10.232155133577127,1.0,0.0,0.0,0.0,1.0,-2.0
JPYUSD=X,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,1.0,1.0,1.0,1.0,9.969111671280164,-2.0,-2.0,-2.0,-2.0,0.0
USDAUD=X,-2.0,-2.0,-2.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,4.52271044147692,1.0,1.0,1.0,1.0
USDCHF=X,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,1.0,5.19313578847682,1.0,1.0,1.0
USDEUR=X,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,1.0,1.0,5.119684845310817,1.0,1.0
USDGBP=X,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,1.0,1.0,1.0,5.262092307575616,1.0
